mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
2.874886910120646,0.06129769134451708,0.02485942840576172,0.002244988646456216,gini,10,1,3,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 3}",0.2426658489215987,0.25590309720944493,0.2544209342737402,0.2509966268015946,0.005921745058475359,74
2.87774920463562,0.07153633992097429,0.0247650941212972,0.002383569099884518,gini,10,1,4,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 4}",0.24287028518859247,0.2559542062761934,0.2546253705407339,0.25114995400184,0.005879690345914236,73
2.809121052424113,0.062149177987603936,0.0251616636912028,0.002287379533911945,gini,10,2,2,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.24261473985485024,0.25580087907594806,0.25416538893999796,0.2508603359569321,0.005868622683685274,76
2.8106743494669595,0.06374600783410662,0.024814049402872723,0.002475742017887678,gini,10,2,3,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 3}",0.2424614126546049,0.2555964428089543,0.2544209342737402,0.25082626324576646,0.0059342789024689575,77
2.8231990337371826,0.06599600455547802,0.0248416264851888,0.0023563585876122785,gini,10,2,4,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 4}",0.2423080854543596,0.2556986609424512,0.25426760707349483,0.2507581178234352,0.006003569164687663,78
2.7847214539845786,0.06048443981299721,0.02513583501180013,0.0023468213043901175,gini,10,3,2,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 3, 'min_samples_split': 2}",0.2423080854543596,0.2555964428089543,0.25401206173975266,0.25063886333435553,0.005926154509600255,81
2.7771389484405518,0.06583900774699805,0.02497402826944987,0.0021795592616069346,gini,10,3,3,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 3, 'min_samples_split': 3}",0.24225697638761115,0.2556986609424512,0.25416538893999796,0.2507070087566868,0.006007773632952338,79
2.777256806691488,0.06685326381507828,0.025038639704386394,0.002231540980908265,gini,10,3,4,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 3, 'min_samples_split': 4}",0.24241030358785648,0.2555453337422059,0.2540631708065011,0.25067293604552116,0.005873813246936759,80
3.601470947265625,0.044345265897721795,0.025172313054402668,0.0022891509153359635,gini,15,1,2,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.2944393335377696,0.30854543596033934,0.3124297250332209,0.3051381648437766,0.007729625643639928,64
3.5837501684824624,0.05013135675531283,0.025110483169555664,0.0024581744131738454,gini,15,1,3,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 3}",0.29403046100378205,0.3084432178268425,0.3121741796994787,0.3048826195100344,0.00782334230822033,66
3.571658134460449,0.056932180266951266,0.025309960047403973,0.002230062207099319,gini,15,1,4,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 4}",0.2939793519370336,0.3081365634263518,0.3125830522334662,0.30489965586561724,0.007932321816358993,65
3.497028668721517,0.047061021431258655,0.02530225118001302,0.0022309214323149263,gini,15,2,2,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.29372380660329145,0.3078299090258612,0.31186752529898804,0.30447374697604684,0.00777802459092722,68
3.4938276608784995,0.06453626365224807,0.025117238362630207,0.0020920769579826424,gini,15,2,3,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 3}",0.2934682612695492,0.30803434529285495,0.3114586527650005,0.30432041977580154,0.007799934982616487,70
3.4950057665506997,0.05918566133750572,0.025174935658772785,0.0022026499054202515,gini,15,2,4,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 4}",0.294132679137279,0.3077276908923643,0.3120719615659818,0.304644110531875,0.007641370487632352,67
3.4458236694335938,0.04875149625429483,0.025175094604492188,0.002176246446310158,gini,15,3,2,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 3, 'min_samples_split': 2}",0.2936215884697945,0.3076254727588674,0.3116119799652458,0.3042863470646359,0.0077147420281479815,71
3.4359707037607827,0.054542504802769974,0.025283972422281902,0.0023150690905486392,gini,15,3,3,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 3, 'min_samples_split': 3}",0.2935704794030461,0.30767658182561586,0.31176530716549117,0.30433745613138435,0.00779423973746716,69
3.4388211568196616,0.06404443967020854,0.02505071957906087,0.0024272632945453315,gini,15,3,4,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 3, 'min_samples_split': 4}",0.29351937033629766,0.3079321271593581,0.3114075436982521,0.3042863470646359,0.007744480655328588,71
18.927792072296143,0.3854057364840032,0.03193497657775879,0.001612107815067226,entropy,,1,2,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.6384033527547787,0.6716242461412655,0.6807727690892365,0.6636001226617602,0.01820406142122165,11
18.372708002726238,0.4110016230216768,0.03187004725138346,0.0017118190802024287,entropy,,1,3,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 3}",0.6356945722171113,0.6715220280077686,0.6801083512215067,0.6624416504821289,0.019235139430547846,12
17.904779116312664,0.3630521676498919,0.03179629643758138,0.001742355149843173,entropy,,1,4,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 4}",0.636001226617602,0.6687110293366043,0.6764796074823674,0.6603972878121912,0.017539736846359556,15
14.883827368418375,0.2359790164944503,0.03079835573832194,0.0022900970213042505,entropy,,2,2,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.6190841255238679,0.6487784933047123,0.6567003986507206,0.6415210058264336,0.01619154809072773,17
14.92744755744934,0.260696604026463,0.030910412470499676,0.0023816734216254324,entropy,,2,3,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 3}",0.6162731268527036,0.6491873658386997,0.6562915261167331,0.6405840062693788,0.01743332855620881,21
14.86971147855123,0.25540755493621875,0.03064862887064616,0.001849377477520848,entropy,,2,4,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 4}",0.6172953081876725,0.6501073290401718,0.6558315445159971,0.6410780605812806,0.016978538301144926,19
12.882511377334595,0.1845232450636818,0.02970401446024577,0.0017223008898487498,entropy,,3,2,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 3, 'min_samples_split': 2}",0.6115199836450986,0.6493406930389451,0.6495962383726873,0.6368189716855771,0.01788939020310831,27
12.866103649139404,0.1603446164014486,0.030031760533650715,0.0020796033315688403,entropy,,3,3,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 3, 'min_samples_split': 3}",0.6125932740468158,0.648625166104467,0.6515383829091281,0.6375856076868037,0.017712222966397892,25
12.886879762013754,0.18419591085468975,0.03035895029703776,0.0013346209144567607,entropy,,3,4,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 3, 'min_samples_split': 4}",0.6135643463150363,0.6494940202391905,0.6494940202391905,0.6375174622644724,0.016937410718393907,26
3.164845625559489,0.03755569520585794,0.025093714396158855,0.002582521129212548,entropy,5,1,2,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.2424614126546049,0.2472656649289584,0.2461412654604927,0.245289447681352,0.0020517318092370673,95
3.1602680683135986,0.03683177991030402,0.024743318557739258,0.0019506196196754115,entropy,5,1,3,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 3}",0.24251252172135337,0.2472656649289584,0.2461412654604927,0.24530648403693486,0.0020282566581243185,94
3.1691535313924155,0.04051626272305946,0.02526084582010905,0.0023127661131289983,entropy,5,1,4,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 4}",0.24261473985485024,0.2472656649289584,0.2461412654604927,0.24534055674810049,0.001981350859526172,83
3.0769573052724204,0.039034508769633144,0.025174617767333984,0.002475679708346925,entropy,5,2,2,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.2424614126546049,0.2472656649289584,0.2461412654604927,0.245289447681352,0.0020517318092370673,95
3.0754756927490234,0.041553376890698795,0.02512971560160319,0.0022480292266076223,entropy,5,2,3,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 3}",0.2425636307881018,0.24731677399570684,0.2461412654604927,0.24534055674810049,0.002021376333025941,83
3.074568589528402,0.04634322222252135,0.024909416834513348,0.0020578769842979653,entropy,5,2,4,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 4}",0.24251252172135337,0.24731677399570684,0.2461412654604927,0.24532352039251762,0.0020447885344709467,88
3.0327652295430503,0.04547905756611474,0.025568405787150066,0.002406816227659842,entropy,5,3,2,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 3, 'min_samples_split': 2}",0.24261473985485024,0.2472656649289584,0.24609015639374426,0.24532352039251762,0.0019746010702628132,88
3.0341073671976724,0.04680914205498615,0.02552024523417155,0.0017521441810894613,entropy,5,3,3,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 3, 'min_samples_split': 3}",0.2424614126546049,0.2472656649289584,0.2461412654604927,0.245289447681352,0.0020517318092370673,95
3.0278027057647705,0.04691255195154976,0.024875561396280926,0.002175699646715485,entropy,5,3,4,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 3, 'min_samples_split': 4}",0.24261473985485024,0.24731677399570684,0.24609015639374426,0.24534055674810049,0.001991432647954275,83
4.647720019022624,0.007185546713562201,0.02518010139465332,0.002129608408944721,entropy,10,1,2,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.3412041296125933,0.3561279771031381,0.3607277931104978,0.3526866332754097,0.00833368644319889,46
4.632739782333374,0.0195001049743696,0.02503053347269694,0.002106267295008629,entropy,10,1,3,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 3}",0.3409996933455995,0.3559746499028928,0.3607277931104978,0.35256737878633,0.008406608607905543,48
4.63952358563741,0.02987170153442968,0.025350332260131836,0.0022681409664491313,entropy,10,1,4,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 4}",0.3409996933455995,0.35623019523663496,0.36031892057651027,0.35251626971958155,0.008312763971129233,51
4.425475676854451,0.013750794411440172,0.02528238296508789,0.002351358413873441,entropy,10,2,2,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.3406930389451089,0.3561790861698865,0.3601144843095165,0.35232886980817063,0.00838316803818564,52
4.428659915924072,0.015194717002504682,0.0254062016805013,0.002350584996645701,entropy,10,2,3,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 3}",0.3404886026781151,0.3561279771031381,0.3603700296432587,0.35232886980817063,0.00854956906210643,52
4.429083744684855,0.010743883929453883,0.025439898173014324,0.0024200028406625063,entropy,10,2,4,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 4}",0.34059082081161196,0.3561279771031381,0.36006337524276805,0.35226072438583933,0.008406815754817632,55
4.303331057230632,0.012082522956836315,0.02529295285542806,0.002226235209768914,entropy,10,3,2,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 3, 'min_samples_split': 2}",0.34079525707860575,0.35582132270264744,0.3599611571092712,0.3521925789635081,0.00823443043323266,58
4.322766542434692,0.010218600576689971,0.02536185582478841,0.002182962440076754,entropy,10,3,3,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 3, 'min_samples_split': 3}",0.3407441480118573,0.3556168864356537,0.36006337524276805,0.3521414698967597,0.008261034047018738,60
4.311534643173218,0.012101741221734593,0.0252075990041097,0.0021599899078141886,entropy,10,3,4,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 3, 'min_samples_split': 4}",0.34094858427885105,0.35607686803638966,0.3598078299090259,0.3522777607414222,0.008154454758548578,54
6.0392264525095625,0.007320738068045678,0.025495052337646484,0.00222755677391701,entropy,15,1,2,"{'criterion': 'entropy', 'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.41664111213329247,0.4415312276397833,0.44030461003782073,0.43282564993696554,0.011455147187305576,29
6.0072607199351,0.011447603180955931,0.025490601857503254,0.0021603535013491565,entropy,15,1,3,"{'criterion': 'entropy', 'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 3}",0.41664111213329247,0.4415312276397833,0.4399979556373301,0.43272343180346867,0.01138913181469298,33
6.0001804033915205,0.02665318006335349,0.02565177281697591,0.002110197192556333,entropy,15,1,4,"{'criterion': 'entropy', 'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 4}",0.4168455484002862,0.4414801185730349,0.43994684657058164,0.4327575045146342,0.011268850615659675,32
5.673009395599365,0.02114192920865312,0.025478283564249676,0.002506974539928844,entropy,15,2,2,"{'criterion': 'entropy', 'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.41623223959930494,0.44137790043953795,0.4386691199018706,0.43209308664690455,0.011269700522516761,34
5.675329367319743,0.026223453792897613,0.025460243225097656,0.002200341140150464,entropy,15,2,3,"{'criterion': 'entropy', 'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 3}",0.4154656035980783,0.440917918838802,0.4387713380353675,0.4317182868240826,0.01152574614562398,39
5.671416600545247,0.014701810083119929,0.025568723678588867,0.0022601693320398295,entropy,15,2,4,"{'criterion': 'entropy', 'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 4}",0.41567003986507206,0.44050904630481447,0.43902688336910967,0.43173532317966545,0.011375974616872982,38
5.460886001586914,0.02438559281383026,0.025605281194051106,0.0022632339896599537,entropy,15,3,2,"{'criterion': 'entropy', 'max_depth': 15, 'min_samples_leaf': 3, 'min_samples_split': 2}",0.41531227639783297,0.44025350097107224,0.43749361136665643,0.43101979624518716,0.011163896645688167,41
5.472343444824219,0.021102380537013844,0.025606632232666016,0.002260116004877136,entropy,15,3,3,"{'criterion': 'entropy', 'max_depth': 15, 'min_samples_leaf': 3, 'min_samples_split': 3}",0.41505673106409074,0.4398957375038332,0.43759582950015335,0.4308494326893591,0.01120652972377899,45
5.475263357162476,0.04820892987348775,0.02569739023844401,0.002379601341296376,entropy,15,3,4,"{'criterion': 'entropy', 'max_depth': 15, 'min_samples_leaf': 3, 'min_samples_split': 4}",0.41515894919758767,0.4399979556373301,0.4380047020341409,0.43105386895635284,0.01126882485990576,40
18.97090482711792,0.44330906006022996,0.03178779284159342,0.0018201132538967991,log_loss,,1,2,"{'criterion': 'log_loss', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.6401410610242257,0.672033118675253,0.6793928242870285,0.6638556679955023,0.017035810410712154,10
18.400912125905354,0.40393026476580923,0.03219374020894369,0.0018442240826758674,log_loss,,1,3,"{'criterion': 'log_loss', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 3}",0.6369722988858223,0.6708576101400389,0.6759174077481345,0.6612491055913319,0.017290130051973364,13
17.927648623784382,0.38159830573709613,0.03160866101582845,0.0019958494970973044,log_loss,,1,4,"{'criterion': 'log_loss', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 4}",0.6363078810180927,0.6689665746703465,0.6768884800163549,0.6607209785682647,0.017563003635928207,14
14.871925036112467,0.23309995766055708,0.03063027064005534,0.0018969581264807755,log_loss,,2,2,"{'criterion': 'log_loss', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.6188796892568742,0.6491362567719513,0.658949197587652,0.6423217145388259,0.017053247273424815,16
14.873659292856852,0.2249581108387122,0.030540943145751953,0.0020744030166199388,log_loss,,2,3,"{'criterion': 'log_loss', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 3}",0.6165797812531943,0.6503628743739139,0.6554737810487581,0.6408054788919555,0.0172567602467989,20
14.880773941675821,0.23952176377869455,0.03086376190185547,0.0020284258797991688,log_loss,,2,4,"{'criterion': 'log_loss', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 4}",0.6186241439231319,0.6491362567719513,0.6555248901155065,0.6410950969368633,0.016101996894973145,18
12.90082828203837,0.20481228873991306,0.029803673426310223,0.002315505858955397,log_loss,,3,2,"{'criterion': 'log_loss', 'max_depth': None, 'min_samples_leaf': 3, 'min_samples_split': 2}",0.6143820913830114,0.6500051109066749,0.6501584381069202,0.6381818801322021,0.01682910842730862,22
12.904796520868937,0.19062955021272984,0.02982942263285319,0.0019422131622399968,log_loss,,3,3,"{'criterion': 'log_loss', 'max_depth': None, 'min_samples_leaf': 3, 'min_samples_split': 3}",0.6128488193805581,0.6504139834406624,0.6512828375753859,0.6381818801322021,0.01791669058283775,22
12.896969636281332,0.1814095164309807,0.029697974522908527,0.0017504886410900295,log_loss,,3,4,"{'criterion': 'log_loss', 'max_depth': None, 'min_samples_leaf': 3, 'min_samples_split': 4}",0.6152509455177348,0.6491362567719513,0.648625166104467,0.6376707894647177,0.015854596712476274,24
3.192331870396932,0.0485559931696166,0.025032520294189453,0.0022973952013556585,log_loss,5,1,2,"{'criterion': 'log_loss', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.2425636307881018,0.2472656649289584,0.2461412654604927,0.24532352039251762,0.0020047961679587967,88
3.1864226659139,0.03215389145812898,0.02516516049702962,0.002305182072147183,log_loss,5,1,3,"{'criterion': 'log_loss', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 3}",0.2425636307881018,0.2472656649289584,0.2461412654604927,0.24532352039251762,0.0020047961679587967,88
3.264047304789225,0.07391374090821284,0.02507646878560384,0.0024966761350998182,log_loss,5,1,4,"{'criterion': 'log_loss', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 4}",0.2426658489215987,0.2472656649289584,0.2461412654604927,0.24535759310368324,0.0019579212782116773,82
3.2329394022623696,0.01942556039579528,0.025344212849934895,0.002304965030102275,log_loss,5,2,2,"{'criterion': 'log_loss', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.2424614126546049,0.2472656649289584,0.2461412654604927,0.245289447681352,0.0020517318092370673,95
3.1508799393971763,0.030495331255819724,0.025298118591308594,0.0022079835411304,log_loss,5,2,3,"{'criterion': 'log_loss', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 3}",0.2423080854543596,0.2471634467954615,0.2461412654604927,0.2452042659034379,0.0020899935511235943,99
3.1505839029947915,0.04880848070689733,0.025475025177001953,0.0022266051130327294,log_loss,5,2,4,"{'criterion': 'log_loss', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 4}",0.2425636307881018,0.2472656649289584,0.2461412654604927,0.24532352039251762,0.0020047961679587967,88
3.1054970423380532,0.04496470240187374,0.025255362192789715,0.002445747834717373,log_loss,5,3,2,"{'criterion': 'log_loss', 'max_depth': 5, 'min_samples_leaf': 3, 'min_samples_split': 2}",0.24261473985485024,0.2472656649289584,0.24609015639374426,0.24532352039251762,0.0019746010702628132,88
3.0945913791656494,0.04446358573479618,0.025153319040934246,0.0022818566479131113,log_loss,5,3,3,"{'criterion': 'log_loss', 'max_depth': 5, 'min_samples_leaf': 3, 'min_samples_split': 3}",0.24261473985485024,0.24731677399570684,0.24609015639374426,0.24534055674810049,0.001991432647954275,83
3.097592353820801,0.0577211765495722,0.025183359781901043,0.002521920958479837,log_loss,5,3,4,"{'criterion': 'log_loss', 'max_depth': 5, 'min_samples_leaf': 3, 'min_samples_split': 4}",0.24261473985485024,0.2472656649289584,0.2461412654604927,0.24534055674810049,0.001981350859526172,83
4.7381751537323,0.022715947123118793,0.0259093443552653,0.0024115388621773095,log_loss,10,1,2,"{'criterion': 'log_loss', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.3408463661453542,0.3561279771031381,0.36083001124399466,0.3526014514974956,0.008530877445786502,47
4.759936571121216,0.032228337109823244,0.02585466702779134,0.0026158082233904527,log_loss,10,1,3,"{'criterion': 'log_loss', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 3}",0.3412041296125933,0.35582132270264744,0.36052335684350406,0.3525162697195816,0.008226002132082775,50
4.778979301452637,0.09162820477269246,0.025522311528523762,0.0025343731327112794,log_loss,10,1,4,"{'criterion': 'log_loss', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 4}",0.3408974752121026,0.3561790861698865,0.36062557497700093,0.35256737878633,0.008449173638164173,48
4.501214663187663,0.01801658924400716,0.02521967887878418,0.002127519753256402,log_loss,10,2,2,"{'criterion': 'log_loss', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.3403863845446182,0.35566799550240213,0.3601144843095165,0.3520562881188456,0.008449173638164156,62
4.485629320144653,0.01837062721309042,0.02556268374125163,0.0022845702545513436,log_loss,10,2,3,"{'criterion': 'log_loss', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 3}",0.34018194827762444,0.3563835224368803,0.36006337524276805,0.35220961531909095,0.008636508168372005,57
4.4752646287282305,0.010307896192621256,0.025211811065673828,0.00243062701304767,log_loss,10,2,4,"{'criterion': 'log_loss', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 4}",0.34028416641112136,0.3561790861698865,0.3600122661760196,0.3521585062523425,0.008541009980810754,59
4.354753335316976,0.01373064741385378,0.025187253952026367,0.002262195661926515,log_loss,10,3,2,"{'criterion': 'log_loss', 'max_depth': 10, 'min_samples_leaf': 3, 'min_samples_split': 2}",0.34079525707860575,0.355770213635899,0.3601144843095165,0.35222665167467376,0.008275496308567545,56
