mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
97.40311555862426,5.217293204716651,0.9400095462799072,0.3086660048949627,,2,10,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 10}",0.6971312093023133,0.6965625742597166,0.6947677959577946,0.6955911229313704,0.6984690050293622,0.6965043414961113,0.001273249045059962,7
352.0380843162537,2.3032167131028802,3.8111228942871094,0.3494159223460821,,2,50,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 50}",0.7982344418313088,0.7995659769439414,0.7990287138783166,0.7973596370749136,0.8001050113459679,0.7988587562148897,0.0009715271755422266,3
626.2591280460358,18.589747987668655,7.75844554901123,1.8195621809160032,,2,100,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 100}",0.8195229441297772,0.8182915871302802,0.8198521878770104,0.8177295132581429,0.8194520051255451,0.8189696475041511,0.0008142950766533023,1
67.22983279228211,8.86224839096464,0.7922224044799805,0.17776566845448005,,5,10,"{'max_depth': None, 'min_samples_split': 5, 'n_estimators': 10}",0.6851176793965623,0.6890232304755459,0.6890950942910101,0.6818439577857696,0.6882542336468357,0.6866668391191448,0.002815276362726997,8
286.1547950267792,1.7779982817533997,2.641036033630371,0.5601235512666047,,5,50,"{'max_depth': None, 'min_samples_split': 5, 'n_estimators': 50}",0.7873196871443392,0.7841525331198597,0.7871330939498808,0.7836738456947664,0.7869704938239771,0.7858499307465646,0.0015924106343156287,4
587.5720111370086,16.323525733264827,4.786211061477661,0.8092070300491727,,5,100,"{'max_depth': None, 'min_samples_split': 5, 'n_estimators': 100}",0.8048362415841298,0.8045339535255532,0.807243882779032,0.8034063501420508,0.8051951388390961,0.8050431133739725,0.0012527993680025624,2
60.54416875839233,2.1606512172656402,0.4800696849822998,0.12667388582843628,,10,10,"{'max_depth': None, 'min_samples_split': 10, 'n_estimators': 10}",0.6632387884574511,0.6655196671384243,0.6578595967437874,0.6601237601255965,0.6659520461895956,0.662538771730971,0.0031226002943766404,9
288.7570798397064,3.697533775017893,1.6278186321258545,0.14804842447130123,,10,50,"{'max_depth': None, 'min_samples_split': 10, 'n_estimators': 50}",0.7617310211845197,0.7596065390053415,0.7613672991610413,0.7579549397429257,0.7634310698263924,0.7608181737840441,0.0018776699814140828,6
987.3040047645569,269.17213214205015,6.022469758987427,1.2047639409871016,,10,100,"{'max_depth': None, 'min_samples_split': 10, 'n_estimators': 100}",0.7806390645697984,0.7813177245820795,0.7824934883870618,0.777246791551876,0.78129732473127,0.7805988787644171,0.0017794502117135557,5
36.423220777511595,8.669006505733769,0.2292628765106201,0.049110925061449075,5,2,10,"{'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 10}",0.1924489996211664,0.18627018109870577,0.1824484109627423,0.18680793967586268,0.18814684175325927,0.18722447462234731,0.0032261861123927455,25
75.04340147972107,16.280258295398582,0.39623446464538575,0.07252014583261451,5,2,50,"{'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 50}",0.20086654758723216,0.19205775093384966,0.19847154049338325,0.19745570976836355,0.20282164661694993,0.1983346390799557,0.0036533376755170806,22
307.7568662643433,124.39014234701504,0.6487743854522705,0.04507597921086485,5,2,100,"{'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 100}",0.19933252018469966,0.19428953699073606,0.19993447731203734,0.19814684025676083,0.2036052017845817,0.19906171530576314,0.0030029652149487266,19
38.09056706428528,15.999323965383288,0.14887890815734864,0.012472684191403875,5,5,10,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 10}",0.1924489996211664,0.18627018109870577,0.1824484109627423,0.18680793967586268,0.18814684175325927,0.18722447462234731,0.0032261861123927455,25
457.2166309833527,52.09394617810415,0.49987287521362306,0.1218186043585258,5,5,50,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 50}",0.20086654758723216,0.19205775093384966,0.19847154049338325,0.19745570976836355,0.20282164661694993,0.1983346390799557,0.0036533376755170806,22
1093.661696243286,76.11838764146577,1.2248653411865233,0.2864735239041091,5,5,100,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.19918425559493944,0.19428953699073606,0.19993447731203734,0.19814684025676083,0.2036052017845817,0.19903206238781107,0.0030008760312035714,20
137.1953715801239,27.68161228132896,0.17823219299316406,0.04426958545560298,5,10,10,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 10}",0.1924489996211664,0.18627018109870577,0.1824484109627423,0.18680793967586268,0.18814684175325927,0.18722447462234731,0.0032261861123927455,25
625.3533180236816,5.671216465713957,0.638310432434082,0.1571935087793966,5,10,50,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 50}",0.20086654758723216,0.19205775093384966,0.19847154049338325,0.19745570976836355,0.20282164661694993,0.1983346390799557,0.0036533376755170806,22
516.8945721626282,136.10889514258812,1.0458911418914796,0.29471335832086326,5,10,100,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.19918425559493944,0.19428953699073606,0.19993447731203734,0.19814684025676083,0.2036052017845817,0.19903206238781107,0.0030008760312035714,20
27.018555307388304,6.301546381507882,0.17426185607910155,0.0449563545616911,8,2,10,"{'max_depth': 8, 'min_samples_split': 2, 'n_estimators': 10}",0.2893137430950161,0.2977854161894201,0.28959092273780124,0.288316631527442,0.29069661504456007,0.2911406657188479,0.003407767847506822,18
284.74473614692687,41.27890943823421,0.5345800876617431,0.20462739630822263,8,2,50,"{'max_depth': 8, 'min_samples_split': 2, 'n_estimators': 50}",0.3060421168039698,0.30516112163185133,0.3080043946360315,0.30512676936582045,0.305550500331464,0.3059769805538274,0.0010663039732317844,15
946.5567282676697,22.621936883691358,1.1064047336578369,0.3831813104128555,8,2,100,"{'max_depth': 8, 'min_samples_split': 2, 'n_estimators': 100}",0.30977895320739474,0.3089511255955511,0.3099850215378921,0.31100259056648444,0.3077366633837183,0.30949087085820814,0.0010937130905911926,12
172.2381119251251,18.8109498001796,0.29575529098510744,0.11350290252947716,8,5,10,"{'max_depth': 8, 'min_samples_split': 5, 'n_estimators': 10}",0.2917575734720642,0.2898686562926529,0.28889971805362036,0.29501872221720304,0.2912982593907624,0.2913685858852606,0.0020892510405966166,17
568.4960975646973,37.130308250503795,0.4955926418304443,0.10941229590236222,8,5,50,"{'max_depth': 8, 'min_samples_split': 5, 'n_estimators': 50}",0.30629761963884683,0.30457227049133023,0.30600969915520165,0.30782103611391637,0.3068067053595449,0.306301466151768,0.0010620376579916963,14
1011.5899287700653,40.81520881982055,0.9467721462249756,0.40613005585222156,8,5,100,"{'max_depth': 8, 'min_samples_split': 5, 'n_estimators': 100}",0.3100540319966803,0.30939814834631796,0.3093131344067053,0.3113892024550829,0.3091919968462033,0.3098693028101979,0.0008166116572276083,10
101.41692290306091,6.535692990629329,0.30287923812866213,0.18054052518719418,8,10,10,"{'max_depth': 8, 'min_samples_split': 10, 'n_estimators': 10}",0.29120351795487537,0.2907336107894429,0.29122557965858276,0.2973292936486178,0.28699114389719715,0.29149662918974323,0.0033184620394005656,16
775.608966588974,22.718584826741246,0.7242417812347413,0.2819072629754025,8,10,50,"{'max_depth': 8, 'min_samples_split': 10, 'n_estimators': 50}",0.3083404695531343,0.3076978536972176,0.30660726588363413,0.3080558628082048,0.30284185026243826,0.3067086604409258,0.0020208295478879577,13
