mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
28.01446596781413,0.6610976287526105,0.07309285799662273,0.0029810155813904324,0.6,0.01,3,30,0.6,"{'colsample_bytree': 0.6, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 30, 'subsample': 0.6}",0.6462687181905676,0.6588695156175344,0.6581250817269964,0.6544211051783662,0.005772613830462184,149
30.070173581441242,0.3228123329281295,0.0754076639811198,0.0022480712682202897,0.6,0.01,3,30,0.8,"{'colsample_bytree': 0.6, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 30, 'subsample': 0.8}",0.6483766379695561,0.6620018052949578,0.6583639484976913,0.6562474639207351,0.005760261937601353,148
31.463648080825806,1.224128695410692,0.06690096855163574,0.0006046304880750134,0.6,0.01,3,30,1.0,"{'colsample_bytree': 0.6, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 30, 'subsample': 1.0}",0.644393234675369,0.6557459040111762,0.6539798938888167,0.651373010858454,0.004987828827090929,153
47.53349367777506,1.3782910092372211,0.1125940481821696,0.0077846499307599685,0.6,0.01,3,50,0.6,"{'colsample_bytree': 0.6, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.6}",0.6552081881029586,0.6695653747844711,0.6679743893046093,0.6642493173973463,0.006425953775518987,146
50.5516893863678,0.663005727010707,0.11055199305216472,0.0035587750091879257,0.6,0.01,3,50,0.8,"{'colsample_bytree': 0.6, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.8}",0.6571009247138715,0.6696472732106096,0.6679555910488871,0.6649012629911227,0.005558741168270361,145
53.479580799738564,1.158618837077783,0.1112367312113444,0.000516541296609877,0.6,0.01,3,50,1.0,"{'colsample_bytree': 0.6, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 50, 'subsample': 1.0}",0.6536019854167232,0.6686648279308129,0.6665835157752894,0.6629501097076086,0.006664509778949112,147
46.15905968348185,1.0242621223535402,0.11497259140014648,0.0007896740792983688,0.6,0.01,5,30,0.6,"{'colsample_bytree': 0.6, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 30, 'subsample': 0.6}",0.6894751270632931,0.6976789268885666,0.6978886063004968,0.6950142200841188,0.003917665545021013,126
47.892412741978966,1.2999357199274906,0.12180527051289876,0.001978059588876786,0.6,0.01,5,30,0.8,"{'colsample_bytree': 0.6, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 30, 'subsample': 0.8}",0.6901376700753962,0.6995749625925545,0.6996705693872364,0.696461067351729,0.004471487448306769,125
49.68273893992106,1.524190251493444,0.13115564982096353,0.011261546168356357,0.6,0.01,5,30,1.0,"{'colsample_bytree': 0.6, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 30, 'subsample': 1.0}",0.6887196638280632,0.7041355515620055,0.7024792714160881,0.6984448289353855,0.006909893547368692,123
76.03924242655437,1.8317286738762124,0.18788758913675943,0.003981450550181108,0.6,0.01,5,50,0.6,"{'colsample_bytree': 0.6, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.6}",0.6969979288870207,0.7104541326374924,0.7094248805244415,0.7056256473496516,0.006115171536480413,112
79.49445740381877,1.8776907635546471,0.18668270111083984,0.007555196409399356,0.6,0.01,5,50,0.8,"{'colsample_bytree': 0.6, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.8}",0.6988905642465786,0.7091927849205693,0.7116259993003825,0.70656978282251,0.005520140789704035,110
85.27090565363567,1.3522283354659237,0.19639166196187338,0.007900780629723266,0.6,0.01,5,50,1.0,"{'colsample_bytree': 0.6, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 50, 'subsample': 1.0}",0.6959258051935854,0.7115217640318862,0.7138292453629234,0.707092271529465,0.007951880085699666,109
86.85137128829956,2.868346109963148,0.24952244758605957,0.002041111866690094,0.6,0.01,10,30,0.6,"{'colsample_bytree': 0.6, 'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 30, 'subsample': 0.6}",0.7248791540906508,0.735838362776269,0.7374053579828163,0.7327076249499119,0.0055724073487175355,75
91.64025704065959,1.9081387808687569,0.2571280002593994,0.002234451656123506,0.6,0.01,10,30,0.8,"{'colsample_bytree': 0.6, 'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 30, 'subsample': 0.8}",0.7292618796877599,0.7372036318855346,0.7441253063471225,0.7368636059734723,0.006072730096105479,64
96.26404118537903,3.2048077332299916,0.2599669297536214,0.0021423115130560634,0.6,0.01,10,30,1.0,"{'colsample_bytree': 0.6, 'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 30, 'subsample': 1.0}",0.7307931909855871,0.742884109108598,0.7494868889747138,0.7410547296896329,0.007740523579236284,52
139.52509474754333,4.448835926366937,0.4374845822652181,0.042144289693025354,0.6,0.01,10,50,0.6,"{'colsample_bytree': 0.6, 'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 50, 'subsample': 0.6}",0.7315834480085522,0.7434690673390728,0.7472801240643405,0.7407775464706553,0.0066847898615157155,53
