mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
152.44735279083253,3.2220074196730186,0.9366528034210205,0.2617426124970131,,2,10,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 10}",0.8986854871400758,0.8988197381187469,0.8944028113996259,0.8969115289033951,0.8937060529279408,0.8965051236979569,0.0021227860948733125,7
1118.625088262558,13.133859524192433,3.9295403957366943,0.7766369015392511,,2,50,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 50}",0.915034874760216,0.9149504906543122,0.9118731418748427,0.9131597864459102,0.9091179224879503,0.9128272432446464,0.002198261647384747,5
1501.9247977256775,10.426795772270404,6.248220014572143,1.4212483418164548,,2,100,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 100}",0.9191459494733525,0.9188744353806905,0.9160957760622495,0.9170774633857228,0.9138125601207631,0.9170012368845557,0.001954584046728497,1
189.32773299217223,142.26310489387703,0.8159029960632325,0.27792091150493664,,5,10,"{'max_depth': None, 'min_samples_split': 5, 'n_estimators': 10}",0.8940033627395327,0.8958442785601833,0.8931120855586052,0.892287612975732,0.8904995963873504,0.8931493872442807,0.0017752268160534598,8
551.1422550201416,232.07031450717528,2.6662612915039063,0.6298953937472738,,5,50,"{'max_depth': None, 'min_samples_split': 5, 'n_estimators': 50}",0.915734476935228,0.9136659723308487,0.9124322781739634,0.9125605915361146,0.9107814848940419,0.9130349607740392,0.0016341339676660405,4
897.2871115684509,153.47235326312813,6.143442440032959,1.9689089848765653,,5,100,"{'max_depth': None, 'min_samples_split': 5, 'n_estimators': 100}",0.9180240750935921,0.9180492784316003,0.9155609146086541,0.9159766917247821,0.9139691437817699,0.9163160207280796,0.0015565855458376243,2
120.35315041542053,27.293747490035106,0.779442834854126,0.19824500592572505,,10,10,"{'max_depth': None, 'min_samples_split': 10, 'n_estimators': 10}",0.8787628175698814,0.880852276543517,0.8772507402016656,0.8753762788675113,0.8749072595476415,0.8774298745460435,0.002195563858852369,9
254.96517481803895,10.165857940421743,1.7543251991271973,0.4045058459950611,,10,50,"{'max_depth': None, 'min_samples_split': 10, 'n_estimators': 50}",0.9109895961775226,0.9109698479038598,0.9074181956467188,0.9090907738202183,0.9071118206511569,0.9091160468398953,0.00166415296896644,6
1237.5943392276763,133.86958931807266,4.704850912094116,1.0154876709300193,,10,100,"{'max_depth': None, 'min_samples_split': 10, 'n_estimators': 100}",0.9151844599276016,0.9149087653932184,0.9121054315677372,0.912867708598145,0.9103873821871572,0.9130907495347719,0.0017898379056399565,3
81.85336632728577,45.36591401559303,0.3383622646331787,0.08012629029268926,5,2,10,"{'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 10}",0.17691325687562842,0.18816502769962215,0.17977360872100415,0.18501670833666323,0.18628010032042205,0.183229740390668,0.0042118362047166,26
507.6086323261261,110.60145415633781,0.5800459384918213,0.09333037580293761,5,2,50,"{'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 50}",0.19028210801964346,0.19055121804110275,0.18978804869431895,0.18843037943346475,0.18981860777203818,0.1897740723921136,0.0007307181485077959,23
672.1324726104737,30.478552068185493,0.881520414352417,0.08662979902777793,5,2,100,"{'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 100}",0.18947474901741831,0.19423274473927352,0.19056679982612149,0.18754437788552228,0.1914410647701339,0.1906519472476939,0.0022133617073310384,19
81.65140962600708,37.63352939079614,0.20863137245178223,0.1040730396016173,5,5,10,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 10}",0.17691325687562842,0.18816502769962215,0.17977360872100415,0.18501670833666323,0.18628010032042205,0.183229740390668,0.0042118362047166,26
375.02772064208983,98.41470709115002,0.6322431564331055,0.1767226793528148,5,5,50,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 50}",0.19028210801964346,0.19055121804110275,0.18978804869431895,0.18843037943346475,0.18981860777203818,0.1897740723921136,0.0007307181485077959,23
740.124067401886,17.246236234506643,1.12982177734375,0.40068315630922763,5,5,100,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.18947474901741831,0.19423274473927352,0.19056679982612149,0.18754437788552228,0.1914410647701339,0.1906519472476939,0.0022133617073310384,19
100.32578973770141,7.226462303316644,0.18543567657470703,0.04720125134614609,5,10,10,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 10}",0.17691325687562842,0.19015238355127398,0.17977360872100415,0.18501670833666323,0.18666964136898953,0.18370511977071186,0.004767851588477191,25
178.50336470603943,15.791939705904255,0.49726481437683107,0.13405571386315038,5,10,50,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 50}",0.19028210801964346,0.19076193077457373,0.18978804869431895,0.18843037943346475,0.1899389331492573,0.18984028001425166,0.0007803758466126932,22
608.3770451068879,44.83580165535284,1.1238386154174804,0.40099627611080435,5,10,100,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.19001499893638527,0.19403041311887267,0.19033420739010457,0.1867604519620943,0.1918096329534576,0.19058994087218287,0.0023826641059642925,21
161.0705900669098,22.991069459548967,0.19098892211914062,0.034289130362952384,8,2,10,"{'max_depth': 8, 'min_samples_split': 2, 'n_estimators': 10}",0.3100621757027512,0.2966246552987494,0.2969201404291858,0.29830140590715337,0.2961611214196494,0.29961389975149777,0.005272621934838373,18
175.64830298423766,18.23110920801019,0.5361173629760743,0.1522252263376698,8,2,50,"{'max_depth': 8, 'min_samples_split': 2, 'n_estimators': 50}",0.31620344762129676,0.31890513402470644,0.31835316279720627,0.31706378249257117,0.31296866896801195,0.3166988391807585,0.002092715451295394,13
1612.722582912445,676.2420407514892,4.132747316360474,3.963013104226151,8,2,100,"{'max_depth': 8, 'min_samples_split': 2, 'n_estimators': 100}",0.31888286087625245,0.32116324418971,0.3165327384767537,0.3180974721486756,0.31737791431908746,0.31841084600209585,0.001580565261868269,11
89.86906156539916,5.3568259258733,0.2370354175567627,0.04179025160401277,8,5,10,"{'max_depth': 8, 'min_samples_split': 5, 'n_estimators': 10}",0.3077578430106932,0.29725124315748974,0.30057934934015607,0.2958508144012813,0.29893713000392613,0.3000752759827093,0.004156742460366098,16
1077.8782150268555,12.575960485064543,0.4617137908935547,0.08850113564098794,8,5,50,"{'max_depth': 8, 'min_samples_split': 5, 'n_estimators': 50}",0.31457794279650525,0.3202110206139634,0.3166818558548774,0.31537911357645576,0.3129319772990849,0.31595638202817733,0.0024498415995736905,15
2422.333810710907,400.4580116737859,2.2904106616973876,1.9034939791708305,8,5,100,"{'max_depth': 8, 'min_samples_split': 5, 'n_estimators': 100}",0.31851293481138115,0.31978024636602853,0.31780008064049803,0.31722119832374684,0.31664435500681176,0.31799176302969323,0.0010877787601235817,12
