mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
155.46362986564637,0.7037622869259027,1.557803201675415,0.0739822611414616,,2,100,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 100}",0.9066754788489276,0.904277637033245,0.904898971839092,0.9041498392781567,0.9017074083511321,0.9043418670701108,0.001596087877930025,3
308.756267786026,2.3135490044695346,2.706023359298706,0.21399271719204832,,2,200,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 200}",0.9091194919523692,0.9072630286783052,0.9063677925228683,0.9068088606153553,0.9053157796305203,0.9069749906798836,0.0012514888495531362,2
152.59738569259645,1.8945972293679627,1.2865164279937744,0.0859964437918448,,5,100,"{'max_depth': None, 'min_samples_split': 5, 'n_estimators': 100}",0.9082723189091493,0.9050280490846829,0.9037496410332672,0.9026759244535153,0.9019717403003397,0.9043395347561909,0.002220939783198656,4
330.61681666374204,13.02087730673835,2.3167946338653564,0.12934647995331164,,5,200,"{'max_depth': None, 'min_samples_split': 5, 'n_estimators': 200}",0.910217438352472,0.9075560784589128,0.9074093773013704,0.9053746189947836,0.9053959937187643,0.9071907013652606,0.0017811000582843588,1
83.4965362071991,7.300660367938224,0.462449836730957,0.01904818799116905,10,2,100,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 100}",0.5361159947135187,0.5287774805203788,0.5283136332796178,0.5253949568553954,0.5306657504790542,0.5298535631695929,0.003557701653230268,11
171.77399792671204,18.541950304691557,0.927288818359375,0.19941270693901186,10,2,200,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 200}",0.5426160082540363,0.534738473980252,0.5364749972585565,0.5351262011878871,0.5362915379564407,0.5370494437274345,0.002861135913250241,9
83.913538980484,4.870758261426725,0.4479950428009033,0.02748149185094757,10,5,100,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 100}",0.5314888841708818,0.5287931876253122,0.5258081658408853,0.5247880203679368,0.5287612091877887,0.527927893438561,0.0023864556208398257,12
164.57440943717955,0.8464035729446878,0.7442129611968994,0.028267442299280923,10,5,200,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 200}",0.5419966838061434,0.5323883991228636,0.5338687803230238,0.531182256033562,0.5359952634756621,0.5350862765522509,0.0038100446596885623,10
148.9200005531311,1.770652119968901,0.8758538246154786,0.028584360829278944,20,2,100,"{'max_depth': 20, 'min_samples_split': 2, 'n_estimators': 100}",0.8998856940892646,0.8967876763617278,0.8961007511265696,0.8944603009468839,0.8933846936372776,0.8961238232323445,0.0022299346616615015,6
267.2347701072693,7.6822811311859445,1.4443785667419433,0.1684406170662644,20,2,200,"{'max_depth': 20, 'min_samples_split': 2, 'n_estimators': 200}",0.9030434172507199,0.9002455642271222,0.8992811228333122,0.896950204315481,0.8957280387713865,0.8990496694796043,0.002564166168504571,5
136.48521900177002,0.7900587397716748,0.9486219882965088,0.03651941158324566,20,5,100,"{'max_depth': 20, 'min_samples_split': 5, 'n_estimators': 100}",0.8958910698528841,0.8930790064951427,0.8938066102654341,0.8908018202762157,0.8889939378349401,0.8925144889449232,0.002396542104207923,8
233.4952091217041,12.071813032022744,1.1419476509094237,0.04969280032390448,20,5,200,"{'max_depth': 20, 'min_samples_split': 5, 'n_estimators': 200}",0.8966387442685704,0.8960806729739361,0.8967343783741718,0.8933982383880005,0.891684651427479,0.8949073370864316,0.0020186951003259733,7
